"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-06 17:00","2023","10","06","17:00","18.5","","17.1","","92","","0.0","","24","","10","","","","100.76","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-06 18:00","2023","10","06","18:00","16.3","","15.5","","95","","4.1","","25","","5","","","","100.81","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-06 19:00","2023","10","06","19:00","16.5","","15.9","","96","","3.9","","12","","5","","","","100.77","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-06 20:00","2023","10","06","20:00","17.4","","16.9","","97","","0.2","","13","","8","","","","100.77","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-06 21:00","2023","10","06","21:00","17.6","","17.1","","97","","2.2","","14","","7","","","","100.77","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-06 22:00","2023","10","06","22:00","17.5","","16.8","","96","","5.8","","18","","5","","","","100.74","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-06 23:00","2023","10","06","23:00","17.2","","16.7","","96","","6.2","","20","","3","","","","100.67","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 00:00","2023","10","07","00:00","17.0","","16.5","","97","","2.6","","13","","1","","","","100.60","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 01:00","2023","10","07","01:00","17.1","","16.8","","98","","2.6","","19","","5","","","","100.56","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 02:00","2023","10","07","02:00","15.9","","15.2","","96","","7.2","","20","","6","","","","100.51","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 03:00","2023","10","07","03:00","15.2","","14.7","","96","","3.6","","9","","2","","","","100.45","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 04:00","2023","10","07","04:00","15.5","","15.1","","97","","3.4","","19","","8","","","","100.46","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 05:00","2023","10","07","05:00","15.4","","14.9","","97","","0.4","","16","","5","","","","100.41","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 06:00","2023","10","07","06:00","15.0","","14.6","","97","","0.0","","25","","4","","","","100.38","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 07:00","2023","10","07","07:00","15.0","","14.6","","97","","0.8","","25","","6","","","","100.41","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 08:00","2023","10","07","08:00","14.9","","14.4","","97","","4.7","","29","","4","","","","100.34","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 09:00","2023","10","07","09:00","15.2","","14.8","","97","","3.5","","10","","3","","","","100.27","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 10:00","2023","10","07","10:00","15.7","","15.1","","96","","1.1","","23","","7","","","","100.23","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 11:00","2023","10","07","11:00","15.3","","14.7","","96","","3.5","","24","","6","","","","100.20","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 12:00","2023","10","07","12:00","15.2","","14.8","","97","","6.0","","25","","8","","","","100.07","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 13:00","2023","10","07","13:00","15.5","","14.7","","95","","3.1","","26","","9","","","","100.02","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 14:00","2023","10","07","14:00","15.8","","14.6","","93","","0.4","","28","","9","","","","100.00","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 15:00","2023","10","07","15:00","15.2","","14.0","","93","","2.1","","28","","13","","","","99.97","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 16:00","2023","10","07","16:00","12.6","","10.4","","87","","0.5","","26","","21","","","","100.03","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 17:00","2023","10","07","17:00","11.9","","10.3","","90","","0.7","","28","","20","","","","99.96","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 18:00","2023","10","07","18:00","10.9","","9.6","","92","","2.1","","25","","21","","","","100.02","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 19:00","2023","10","07","19:00","9.8","","8.6","","92","","1.5","","26","","14","","","","99.97","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 20:00","2023","10","07","20:00","9.5","","8.6","","94","","3.0","","24","","11","","","","99.92","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 21:00","2023","10","07","21:00","9.3","","8.5","","95","","2.9","","26","","15","","","","99.72","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 22:00","2023","10","07","22:00","9.4","","8.7","","95","","1.7","","25","","14","","","","99.65","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-07 23:00","2023","10","07","23:00","9.4","","8.6","","95","","1.9","","26","","14","","","","99.55","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 00:00","2023","10","08","00:00","9.3","","8.6","","95","","3.1","","26","","14","","","","99.42","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 01:00","2023","10","08","01:00","9.2","","8.3","","94","","2.0","","27","","14","","","","99.31","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 02:00","2023","10","08","02:00","9.3","","8.6","","96","","1.0","","27","","12","","","","99.17","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 03:00","2023","10","08","03:00","9.5","","8.7","","95","","0.9","","27","","14","","","","99.06","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 04:00","2023","10","08","04:00","9.6","","8.9","","95","","0.4","","25","","13","","","","99.00","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 05:00","2023","10","08","05:00","9.9","","9.2","","96","","0.2","","26","","13","","","","98.93","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 06:00","2023","10","08","06:00","10.3","","9.4","","94","","0.0","","24","","14","","","","98.88","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 07:00","2023","10","08","07:00","9.8","","8.8","","94","","0.0","","23","","20","","","","98.88","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 08:00","2023","10","08","08:00","9.5","","7.9","","89","","0.0","","24","","24","","","","98.90","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 09:00","2023","10","08","09:00","10.3","","8.0","","86","","0.0","","23","","22","","","","98.88","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 10:00","2023","10","08","10:00","11.2","","7.9","","80","","0.0","","23","","23","","","","98.87","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 11:00","2023","10","08","11:00","11.7","","8.5","","81","","0.0","","23","","18","","","","98.89","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 12:00","2023","10","08","12:00","12.3","","8.3","","77","","0.0","","21","","18","","","","98.88","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 13:00","2023","10","08","13:00","13.7","","7.5","","66","","0.0","","22","","23","","","","98.86","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 14:00","2023","10","08","14:00","11.8","","7.1","","73","","0.0","","24","","27","","","","98.88","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 15:00","2023","10","08","15:00","12.6","","6.5","","66","","0.0","","21","","26","","","","98.90","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 16:00","2023","10","08","16:00","11.1","","7.5","","79","","0.0","","23","","26","","","","99.00","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 17:00","2023","10","08","17:00","11.1","","6.6","","74","","0.3","","20","","20","","","","99.03","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 18:00","2023","10","08","18:00","10.8","","6.7","","76","","0.0","","20","","20","","","","99.07","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 19:00","2023","10","08","19:00","11.0","","5.9","","71","","0.0","","19","","21","","","","99.09","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 20:00","2023","10","08","20:00","9.6","","5.5","","76","","0.0","","21","","26","","","","99.18","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 21:00","2023","10","08","21:00","9.1","","5.7","","79","","0.0","","20","","28","","","","99.22","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 22:00","2023","10","08","22:00","7.9","","5.1","","82","","0.0","","23","","14","","","","99.31","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-08 23:00","2023","10","08","23:00","7.2","","5.2","","87","","0.6","","22","","18","","","","99.38","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 00:00","2023","10","09","00:00","7.0","","5.3","","89","","0.5","","21","","14","","","","99.41","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 01:00","2023","10","09","01:00","7.0","","5.2","","88","","0.3","","21","","20","","","","99.42","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 02:00","2023","10","09","02:00","7.4","","5.6","","89","","0.3","","19","","16","","","","99.43","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 03:00","2023","10","09","03:00","7.9","","6.0","","88","","0.0","","19","","15","","","","99.48","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 04:00","2023","10","09","04:00","8.2","","5.9","","85","","0.0","","19","","12","","","","99.49","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 05:00","2023","10","09","05:00","9.0","","5.6","","79","","0.0","","18","","15","","","","99.51","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 06:00","2023","10","09","06:00","9.5","","5.1","","74","","0.0","","19","","18","","","","99.56","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 07:00","2023","10","09","07:00","9.3","","6.1","","80","","0.2","","17","","17","","","","99.60","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 08:00","2023","10","09","08:00","9.4","","6.8","","84","","0.4","","18","","14","","","","99.66","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 09:00","2023","10","09","09:00","9.6","","6.3","","80","","0.3","","19","","20","","","","99.71","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 10:00","2023","10","09","10:00","10.3","","6.7","","78","","0.2","","19","","18","","","","99.73","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 11:00","2023","10","09","11:00","11.0","","6.2","","72","","0.0","","19","","15","","","","99.76","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 12:00","2023","10","09","12:00","11.8","","5.7","","66","","0.0","","20","","17","","","","99.75","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 13:00","2023","10","09","13:00","12.0","","4.1","","58","","0.0","","21","","23","","","","99.77","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 14:00","2023","10","09","14:00","12.0","","4.7","","61","","0.0","","21","","12","","","","99.80","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 15:00","2023","10","09","15:00","11.6","","5.5","","66","","0.0","","22","","12","","","","99.82","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 16:00","2023","10","09","16:00","12.0","","4.6","","60","","0.0","","19","","10","","","","99.86","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 17:00","2023","10","09","17:00","11.8","","4.2","","59","","0.0","","22","","11","","","","99.93","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 18:00","2023","10","09","18:00","11.6","","4.1","","60","","0.0","","19","","13","","","","99.98","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 19:00","2023","10","09","19:00","11.4","","4.3","","62","","0.0","","19","","8","","","","100.02","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 20:00","2023","10","09","20:00","11.2","","4.2","","62","","0.0","","19","","10","","","","100.04","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 21:00","2023","10","09","21:00","11.1","","4.3","","63","","0.0","","18","","8","","","","100.05","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 22:00","2023","10","09","22:00","10.4","","5.1","","70","","0.0","","16","","7","","","","100.06","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-09 23:00","2023","10","09","23:00","9.2","","5.0","","75","","0.0","","17","","6","","","","100.06","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 00:00","2023","10","10","00:00","8.5","","5.0","","79","","0.0","","17","","5","","","","100.07","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 01:00","2023","10","10","01:00","9.7","","4.9","","72","","0.0","","16","","7","","","","100.08","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 02:00","2023","10","10","02:00","9.3","","4.8","","73","","0.0","","17","","6","","","","100.07","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 03:00","2023","10","10","03:00","9.7","","5.3","","74","","0.0","","20","","10","","","","100.07","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 04:00","2023","10","10","04:00","10.1","","5.2","","72","","0.0","","16","","8","","","","100.10","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 05:00","2023","10","10","05:00","9.8","","4.8","","71","","0.0","","16","","8","","","","100.12","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 06:00","2023","10","10","06:00","9.5","","5.0","","74","","0.0","","17","","5","","","","100.14","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 07:00","2023","10","10","07:00","9.7","","5.2","","73","","0.0","","15","","8","","","","100.15","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 08:00","2023","10","10","08:00","10.1","","5.5","","73","","0.0","","14","","7","","","","100.19","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 09:00","2023","10","10","09:00","10.9","","5.2","","68","","0.0","","16","","8","","","","100.21","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 10:00","2023","10","10","10:00","12.0","","5.4","","64","","0.0","","23","","9","","","","100.24","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 11:00","2023","10","10","11:00","10.5","","5.9","","73","","0.0","","25","","15","","","","100.28","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 12:00","2023","10","10","12:00","10.1","","6.9","","81","","0.0","","25","","14","","","","100.27","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 13:00","2023","10","10","13:00","10.6","","6.9","","78","","0.0","","25","","6","","","","100.24","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 14:00","2023","10","10","14:00","10.9","","6.9","","77","","0.0","","36","","3","","","","100.23","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 15:00","2023","10","10","15:00","10.9","","7.4","","79","","0.0","","34","","6","","","","100.24","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 16:00","2023","10","10","16:00","10.4","","8.1","","86","","0.0","","33","","3","","","","100.29","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 17:00","2023","10","10","17:00","10.2","","8.9","","92","","0.2","","","","0","","","","100.31","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 18:00","2023","10","10","18:00","9.9","","7.8","","87","","0.0","","24","","3","","","","100.35","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 19:00","2023","10","10","19:00","9.9","","7.4","","85","","0.0","","23","","6","","","","100.39","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 20:00","2023","10","10","20:00","10.2","","7.7","","84","","0.0","","15","","5","","","","100.40","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 21:00","2023","10","10","21:00","9.7","","7.6","","87","","0.0","","13","","4","","","","100.40","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 22:00","2023","10","10","22:00","9.5","","6.9","","84","","0.0","","15","","5","","","","100.41","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-10 23:00","2023","10","10","23:00","8.8","","7.6","","92","","0.0","","15","","2","","","","100.40","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 00:00","2023","10","11","00:00","10.1","","7.6","","85","","0.0","","15","","5","","","","100.41","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 01:00","2023","10","11","01:00","9.6","","7.2","","85","","0.0","","15","","3","","","","100.38","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 02:00","2023","10","11","02:00","9.7","","7.4","","86","","0.0","","17","","3","","","","100.36","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 03:00","2023","10","11","03:00","10.1","","7.0","","81","","0.0","","15","","5","","","","100.34","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 04:00","2023","10","11","04:00","9.6","","7.3","","85","","0.2","","14","","5","","","","100.33","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 05:00","2023","10","11","05:00","9.9","","7.5","","85","","0.3","","15","","5","","","","100.35","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 06:00","2023","10","11","06:00","9.3","","7.8","","90","","0.6","","14","","4","","","","100.38","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 07:00","2023","10","11","07:00","9.9","","7.0","","82","","0.3","","15","","8","","","","100.41","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 08:00","2023","10","11","08:00","10.1","","7.7","","85","","0.3","","17","","6","","","","100.44","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 09:00","2023","10","11","09:00","10.3","","8.2","","87","","0.2","","13","","7","","","","100.45","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 10:00","2023","10","11","10:00","11.3","","8.3","","82","","0.0","","15","","8","","","","100.43","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 11:00","2023","10","11","11:00","11.4","","8.2","","81","","0.0","","18","","6","","","","100.44","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 12:00","2023","10","11","12:00","11.4","","8.2","","81","","0.0","","17","","7","","","","100.42","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 13:00","2023","10","11","13:00","10.6","","8.6","","88","","0.0","","20","","6","","","","100.41","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 14:00","2023","10","11","14:00","11.3","","8.3","","82","","0.0","","23","","7","","","","100.42","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 15:00","2023","10","11","15:00","11.8","","8.8","","82","","0.3","","19","","8","","","","100.42","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 16:00","2023","10","11","16:00","11.5","","9.2","","86","","0.0","","18","","6","","","","100.45","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 17:00","2023","10","11","17:00","11.4","","8.9","","85","","0.0","","18","","6","","","","100.47","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 18:00","2023","10","11","18:00","8.9","","8.4","","96","","0.0","","16","","3","","","","100.53","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 19:00","2023","10","11","19:00","10.0","","8.9","","93","","0.0","","17","","5","","","","100.53","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 20:00","2023","10","11","20:00","9.8","","8.2","","90","","0.0","","18","","5","","","","100.52","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 21:00","2023","10","11","21:00","9.3","","7.6","","89","","0.0","","21","","3","","","","100.54","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 22:00","2023","10","11","22:00","9.3","","7.4","","88","","0.0","","18","","6","","","","100.57","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-11 23:00","2023","10","11","23:00","9.1","","7.3","","89","","0.0","","20","","4","","","","100.58","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 00:00","2023","10","12","00:00","8.8","","8.0","","95","","0.0","","20","","5","","","","100.58","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 01:00","2023","10","12","01:00","8.8","","7.3","","90","","0.0","","19","","7","","","","100.56","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 02:00","2023","10","12","02:00","8.6","","7.1","","90","","0.0","","20","","8","","","","100.52","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 03:00","2023","10","12","03:00","8.8","","7.4","","91","","0.0","","21","","3","","","","100.53","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 04:00","2023","10","12","04:00","7.0","","6.6","","97","","0.0","","28","","1","","","","100.55","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 05:00","2023","10","12","05:00","9.6","","7.6","","87","","0.0","","25","","10","","","","100.60","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 06:00","2023","10","12","06:00","9.2","","7.7","","90","","0.0","","27","","9","","","","100.61","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 07:00","2023","10","12","07:00","9.4","","8.0","","91","","0.0","","25","","10","","","","100.63","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 08:00","2023","10","12","08:00","9.5","","7.9","","90","","0.0","","26","","13","","","","100.67","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 09:00","2023","10","12","09:00","10.5","","8.4","","87","","0.0","","25","","7","","","","100.67","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 10:00","2023","10","12","10:00","10.9","","7.1","","77","","0.0","","27","","14","","","","100.68","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 11:00","2023","10","12","11:00","11.5","","6.3","","70","","0.0","","28","","12","","","","100.70","","","","","","NA"
"-73.93","45.43","STE-ANNE-DE-BELLEVUE 1","702FHL8","2023-10-12 12:00","2023","10","12","12:00","11.8","","4.9","","63","","0.0","","27","","13","","","","100.68","","","","","","NA"
